character_names,season,number_in_season,word_count
Milhouse Van Houten,17,15,0.0
Milhouse Van Houten,17,16,0.0
Milhouse Van Houten,17,17,0.0
Milhouse Van Houten,17,18,10.0
Milhouse Van Houten,17,19,66.0
Milhouse Van Houten,17,20,32.0
Milhouse Van Houten,17,21,9.0
Milhouse Van Houten,17,22,0.0
Milhouse Van Houten,18,1,19.0
Milhouse Van Houten,18,2,0.0
Milhouse Van Houten,18,3,25.0
Milhouse Van Houten,18,4,21.0
Milhouse Van Houten,18,5,37.0
Milhouse Van Houten,18,6,0.0
Milhouse Van Houten,18,7,5.0
Milhouse Van Houten,18,8,103.0
Milhouse Van Houten,18,9,4.0
Milhouse Van Houten,18,10,7.0
Milhouse Van Houten,18,11,132.0
Milhouse Van Houten,18,12,0.0
Milhouse Van Houten,18,13,0.0
Milhouse Van Houten,18,14,20.0
Milhouse Van Houten,18,15,0.0
Milhouse Van Houten,18,16,0.0
Milhouse Van Houten,18,17,28.0
Milhouse Van Houten,18,18,56.0
Milhouse Van Houten,18,19,22.0
Milhouse Van Houten,18,20,0.0
Milhouse Van Houten,18,21,55.0
Milhouse Van Houten,18,22,0.0
Milhouse Van Houten,19,1,32.0
Milhouse Van Houten,19,2,0.0
Milhouse Van Houten,19,3,7.0
Milhouse Van Houten,19,4,0.0
Milhouse Van Houten,19,5,42.0
Milhouse Van Houten,19,6,321.0
Milhouse Van Houten,19,7,37.0
Milhouse Van Houten,19,8,88.0
Milhouse Van Houten,19,9,0.0
Milhouse Van Houten,19,10,0.0
Milhouse Van Houten,19,11,0.0
Milhouse Van Houten,19,12,54.0
Milhouse Van Houten,19,13,24.0
Milhouse Van Houten,19,14,0.0
Milhouse Van Houten,19,15,7.0
Milhouse Van Houten,19,16,0.0
Milhouse Van Houten,19,17,0.0
Milhouse Van Houten,19,18,0.0
Milhouse Van Houten,19,19,0.0
Milhouse Van Houten,19,20,24.0
Milhouse Van Houten,20,1,0.0
Milhouse Van Houten,20,2,183.0
Milhouse Van Houten,20,3,66.0
Milhouse Van Houten,20,5,0.0
Milhouse Van Houten,20,6,0.0
Milhouse Van Houten,20,7,0.0
Milhouse Van Houten,20,8,0.0
Milhouse Van Houten,20,9,0.0
Milhouse Van Houten,20,10,0.0
Milhouse Van Houten,20,11,27.0
Milhouse Van Houten,20,12,0.0
Milhouse Van Houten,20,13,11.0
Milhouse Van Houten,20,14,0.0
Milhouse Van Houten,20,15,0.0
Milhouse Van Houten,20,16,0.0
Milhouse Van Houten,20,17,272.0
Milhouse Van Houten,20,18,0.0
Milhouse Van Houten,20,19,32.0
Milhouse Van Houten,20,20,0.0
Milhouse Van Houten,21,1,37.0
Milhouse Van Houten,21,2,130.0
Milhouse Van Houten,21,3,9.0
Milhouse Van Houten,21,4,0.0
Milhouse Van Houten,21,5,13.0
Milhouse Van Houten,21,7,0.0
Milhouse Van Houten,21,8,25.0
Milhouse Van Houten,21,9,4.0
Milhouse Van Houten,21,10,79.0
Milhouse Van Houten,21,11,15.0
Milhouse Van Houten,21,12,0.0
Milhouse Van Houten,21,13,54.0
Milhouse Van Houten,21,14,53.0
Milhouse Van Houten,21,15,40.0
Milhouse Van Houten,21,16,0.0
Milhouse Van Houten,21,17,5.0
Milhouse Van Houten,21,18,12.0
Milhouse Van Houten,21,19,19.0
Milhouse Van Houten,21,20,12.0
Milhouse Van Houten,21,21,7.0
Milhouse Van Houten,21,22,86.0
Milhouse Van Houten,21,23,0.0
Milhouse Van Houten,22,1,0.0
Milhouse Van Houten,22,2,39.0
Milhouse Van Houten,22,3,42.0
Milhouse Van Houten,22,4,101.0
Milhouse Van Houten,22,5,0.0
Milhouse Van Houten,22,6,0.0
Milhouse Van Houten,22,7,46.0
Milhouse Van Houten,22,8,11.0
Milhouse Van Houten,22,9,0.0
Milhouse Van Houten,22,10,78.0
Milhouse Van Houten,22,11,3.0
Milhouse Van Houten,22,12,24.0
Milhouse Van Houten,22,13,47.0
Milhouse Van Houten,22,14,0.0
Milhouse Van Houten,22,15,14.0
Milhouse Van Houten,22,16,0.0
Milhouse Van Houten,22,17,0.0
Milhouse Van Houten,22,18,1.0
Milhouse Van Houten,22,19,0.0
Milhouse Van Houten,22,20,392.0
Milhouse Van Houten,22,21,3.0
Milhouse Van Houten,22,22,10.0
Milhouse Van Houten,23,1,0.0
Milhouse Van Houten,23,2,35.0
Milhouse Van Houten,23,3,37.0
Milhouse Van Houten,23,4,46.0
Milhouse Van Houten,23,5,0.0
Milhouse Van Houten,23,6,6.0
Milhouse Van Houten,23,7,18.0
Milhouse Van Houten,23,8,0.0
Milhouse Van Houten,23,9,85.0
Milhouse Van Houten,23,10,0.0
Milhouse Van Houten,23,11,19.0
Milhouse Van Houten,23,12,126.0
Milhouse Van Houten,23,13,104.0
Milhouse Van Houten,23,14,0.0
Milhouse Van Houten,23,15,74.0
Milhouse Van Houten,23,16,0.0
Milhouse Van Houten,23,17,9.0
Milhouse Van Houten,23,18,8.0
Milhouse Van Houten,23,19,10.0
Milhouse Van Houten,23,20,9.0
Milhouse Van Houten,23,21,21.0
Milhouse Van Houten,23,22,78.0
Milhouse Van Houten,24,1,64.0
Milhouse Van Houten,24,2,8.0
Milhouse Van Houten,24,3,103.0
Milhouse Van Houten,24,4,14.0
Milhouse Van Houten,24,5,10.0
Milhouse Van Houten,24,6,0.0
Milhouse Van Houten,24,7,0.0
Milhouse Van Houten,24,8,0.0
Milhouse Van Houten,24,9,3.0
Milhouse Van Houten,24,10,18.0
Milhouse Van Houten,24,11,0.0
Milhouse Van Houten,24,12,29.0
Milhouse Van Houten,24,13,517.0
Milhouse Van Houten,24,14,8.0
Milhouse Van Houten,24,15,0.0
Milhouse Van Houten,24,16,19.0
Milhouse Van Houten,24,17,301.0
Milhouse Van Houten,24,18,40.0
Milhouse Van Houten,24,19,3.0
Milhouse Van Houten,24,20,11.0
Milhouse Van Houten,24,21,0.0
Milhouse Van Houten,24,22,0.0
Milhouse Van Houten,25,1,13.0
Milhouse Van Houten,25,2,11.0
Milhouse Van Houten,25,3,13.0
Milhouse Van Houten,25,4,72.0
Milhouse Van Houten,25,5,21.0
Milhouse Van Houten,25,6,70.0
Milhouse Van Houten,25,7,6.0
Milhouse Van Houten,25,8,17.0
Milhouse Van Houten,25,9,9.0
Milhouse Van Houten,25,10,73.0
Milhouse Van Houten,25,11,39.0
Milhouse Van Houten,25,12,116.0
Milhouse Van Houten,25,13,0.0
Milhouse Van Houten,25,14,4.0
Milhouse Van Houten,25,15,55.0
Milhouse Van Houten,25,16,0.0
Milhouse Van Houten,25,17,180.0
Milhouse Van Houten,25,18,87.0
Milhouse Van Houten,25,19,52.0
Milhouse Van Houten,25,21,12.0
Milhouse Van Houten,25,22,190.0
Milhouse Van Houten,26,1,5.0
Milhouse Van Houten,26,2,24.0
Milhouse Van Houten,26,3,0.0
Milhouse Van Houten,26,4,0.0
Milhouse Van Houten,26,5,0.0
Milhouse Van Houten,26,6,14.0
Milhouse Van Houten,26,7,178.0
Milhouse Van Houten,26,8,0.0
Milhouse Van Houten,26,9,0.0
Milhouse Van Houten,26,10,0.0
Milhouse Van Houten,26,11,21.0
Milhouse Van Houten,26,12,5.0
Milhouse Van Houten,26,13,64.0
Milhouse Van Houten,26,14,11.0
Milhouse Van Houten,26,15,0.0
Milhouse Van Houten,26,16,0.0
Moe Szyslak,1,1,26.0
Moe Szyslak,1,2,0.0
Moe Szyslak,1,3,80.0
Moe Szyslak,1,4,31.0
Moe Szyslak,1,5,0.0
Moe Szyslak,1,6,53.0
Moe Szyslak,1,7,0.0
Moe Szyslak,1,8,27.0
Moe Szyslak,1,9,0.0
Moe Szyslak,1,10,19.0
Moe Szyslak,1,11,0.0
Moe Szyslak,1,12,0.0
Moe Szyslak,1,13,208.0
Moe Szyslak,2,1,0.0
Moe Szyslak,2,2,0.0
Moe Szyslak,2,3,0.0
Moe Szyslak,2,4,11.0
Moe Szyslak,2,5,22.0
Moe Szyslak,2,6,0.0
Moe Szyslak,2,7,0.0
Moe Szyslak,2,8,10.0
Moe Szyslak,2,9,0.0
Moe Szyslak,2,10,55.0
Moe Szyslak,2,11,55.0
Moe Szyslak,2,12,0.0
Moe Szyslak,2,13,30.0
Moe Szyslak,2,14,88.0
Moe Szyslak,2,15,0.0
Moe Szyslak,2,16,0.0
Moe Szyslak,2,17,48.0
Moe Szyslak,2,18,0.0
Moe Szyslak,2,19,0.0
Moe Szyslak,2,20,2.0
Moe Szyslak,2,21,0.0
Moe Szyslak,2,22,68.0
Moe Szyslak,3,1,4.0
Moe Szyslak,3,2,11.0
Moe Szyslak,3,3,16.0
Moe Szyslak,3,4,0.0
Moe Szyslak,3,5,31.0
Moe Szyslak,3,6,7.0
Moe Szyslak,3,7,41.0
Moe Szyslak,3,8,31.0
Moe Szyslak,3,9,0.0
Moe Szyslak,3,10,673.0
Moe Szyslak,3,11,143.0
Moe Szyslak,3,12,0.0
Moe Szyslak,3,13,0.0
Moe Szyslak,3,14,149.0
Moe Szyslak,3,15,0.0
Moe Szyslak,3,16,0.0
Moe Szyslak,3,17,30.0
Moe Szyslak,3,18,0.0
Moe Szyslak,3,19,23.0
Moe Szyslak,3,20,36.0
Moe Szyslak,3,21,0.0
Moe Szyslak,3,22,0.0
Moe Szyslak,3,23,0.0
Moe Szyslak,3,24,17.0
Moe Szyslak,4,1,0.0
Moe Szyslak,4,2,0.0
Moe Szyslak,4,3,14.0
Moe Szyslak,4,4,2.0
Moe Szyslak,4,5,0.0
Moe Szyslak,4,6,0.0
Moe Szyslak,4,7,0.0
Moe Szyslak,4,8,154.0
Moe Szyslak,4,9,42.0
Moe Szyslak,4,10,0.0
Moe Szyslak,4,11,37.0
Moe Szyslak,4,12,0.0
Moe Szyslak,4,13,0.0
Moe Szyslak,4,14,0.0
Moe Szyslak,4,15,10.0
Moe Szyslak,4,16,46.0
Moe Szyslak,4,17,0.0
Moe Szyslak,4,18,11.0
Moe Szyslak,4,19,0.0
Moe Szyslak,4,20,0.0
Moe Szyslak,4,21,0.0
Moe Szyslak,4,22,60.0
Moe Szyslak,5,1,43.0
Moe Szyslak,5,2,19.0
Moe Szyslak,5,3,0.0
Moe Szyslak,5,4,24.0
Moe Szyslak,5,5,0.0
Moe Szyslak,5,6,13.0
Moe Szyslak,5,7,54.0
Moe Szyslak,5,8,12.0
Moe Szyslak,5,9,8.0
Moe Szyslak,5,10,0.0
Moe Szyslak,5,11,24.0
Moe Szyslak,5,12,0.0
Moe Szyslak,5,13,0.0
Moe Szyslak,5,14,0.0
Moe Szyslak,5,15,0.0
Moe Szyslak,5,16,59.0
Moe Szyslak,5,17,16.0
Moe Szyslak,5,18,22.0
Moe Szyslak,5,19,0.0
Moe Szyslak,5,20,35.0
Moe Szyslak,5,21,0.0
Moe Szyslak,5,22,247.0
Moe Szyslak,6,1,0.0
Moe Szyslak,6,2,0.0
Moe Szyslak,6,3,62.0
Moe Szyslak,6,4,0.0
Moe Szyslak,6,5,35.0
Moe Szyslak,6,6,104.0
Moe Szyslak,6,7,8.0
Moe Szyslak,6,8,84.0
Moe Szyslak,6,9,40.0
Moe Szyslak,6,10,0.0
Moe Szyslak,6,11,126.0
Moe Szyslak,6,12,96.0
Moe Szyslak,6,13,10.0
Moe Szyslak,6,14,112.0
Moe Szyslak,6,15,0.0
Moe Szyslak,6,16,0.0
Moe Szyslak,6,17,64.0
Moe Szyslak,6,18,36.0
Moe Szyslak,6,19,24.0
Moe Szyslak,6,20,0.0
Moe Szyslak,6,21,76.0
Moe Szyslak,6,22,12.0
Moe Szyslak,6,23,97.0
Moe Szyslak,6,24,0.0
Moe Szyslak,6,25,27.0
Moe Szyslak,7,1,79.0
Moe Szyslak,7,2,102.0
Moe Szyslak,7,3,0.0
Moe Szyslak,7,4,495.0
Moe Szyslak,7,5,0.0
Moe Szyslak,7,6,0.0
Moe Szyslak,7,7,0.0
Moe Szyslak,7,8,0.0
Moe Szyslak,7,9,1.0
Moe Szyslak,7,10,0.0
Moe Szyslak,7,11,0.0
Moe Szyslak,7,12,311.0
Moe Szyslak,7,13,2.0
Moe Szyslak,7,14,0.0
Moe Szyslak,7,15,5.0
Moe Szyslak,7,16,72.0
Moe Szyslak,7,17,88.0
Moe Szyslak,7,18,0.0
Moe Szyslak,7,19,0.0
Moe Szyslak,7,20,16.0
Moe Szyslak,7,21,87.0
Moe Szyslak,7,22,0.0
Moe Szyslak,7,23,64.0
Moe Szyslak,7,24,0.0
Moe Szyslak,7,25,0.0
Moe Szyslak,8,1,0.0
Moe Szyslak,8,2,2.0
Moe Szyslak,8,3,734.0
Moe Szyslak,8,4,16.0
Moe Szyslak,8,5,22.0
Moe Szyslak,8,6,0.0
Moe Szyslak,8,7,0.0
Moe Szyslak,8,8,32.0
Moe Szyslak,8,9,12.0
Moe Szyslak,8,10,82.0
Moe Szyslak,8,11,22.0
Moe Szyslak,8,12,0.0
Moe Szyslak,8,13,26.0
Moe Szyslak,8,14,15.0
Moe Szyslak,8,15,253.0
Moe Szyslak,8,16,0.0
Moe Szyslak,8,17,12.0
Moe Szyslak,8,18,124.0
Moe Szyslak,8,19,0.0
Moe Szyslak,8,20,20.0
Moe Szyslak,8,21,13.0
Moe Szyslak,8,22,83.0
Moe Szyslak,8,23,90.0
Moe Szyslak,8,24,308.0
Moe Szyslak,8,25,0.0
Moe Szyslak,9,1,89.0
Moe Szyslak,9,2,0.0
Moe Szyslak,9,3,21.0
Moe Szyslak,9,4,37.0
Moe Szyslak,9,5,124.0
Moe Szyslak,9,6,0.0
Moe Szyslak,9,7,81.0
Moe Szyslak,9,8,80.0
Moe Szyslak,9,9,62.0
Moe Szyslak,9,10,85.0
Moe Szyslak,9,11,0.0
Moe Szyslak,9,12,0.0
Moe Szyslak,9,13,88.0
Moe Szyslak,9,14,0.0
Moe Szyslak,9,15,46.0
Moe Szyslak,9,16,1217.0
Moe Szyslak,9,17,0.0
Moe Szyslak,9,18,0.0
Moe Szyslak,9,19,105.0
Moe Szyslak,9,20,70.0
Moe Szyslak,9,21,0.0
Moe Szyslak,9,22,83.0
Moe Szyslak,9,23,0.0
Moe Szyslak,9,24,11.0
Moe Szyslak,9,25,19.0
Moe Szyslak,10,1,0.0
Moe Szyslak,10,2,34.0
Moe Szyslak,10,3,18.0
Moe Szyslak,10,4,39.0
Moe Szyslak,10,5,89.0
Moe Szyslak,10,6,0.0
Moe Szyslak,10,7,0.0
Moe Szyslak,10,8,65.0
Moe Szyslak,10,9,93.0
Moe Szyslak,10,10,9.0
Moe Szyslak,10,11,28.0
Moe Szyslak,10,12,71.0
Moe Szyslak,10,13,48.0
Moe Szyslak,10,14,106.0
Moe Szyslak,10,15,32.0
Moe Szyslak,10,16,52.0
Moe Szyslak,10,17,0.0
Moe Szyslak,10,18,0.0
Moe Szyslak,10,19,52.0
Moe Szyslak,10,20,25.0
Moe Szyslak,10,21,28.0
Moe Szyslak,10,22,54.0
Moe Szyslak,10,23,13.0
Moe Szyslak,11,1,15.0
Moe Szyslak,11,2,42.0
Moe Szyslak,11,3,0.0
Moe Szyslak,11,4,0.0
Moe Szyslak,11,5,64.0
Moe Szyslak,11,6,38.0
Moe Szyslak,11,7,0.0
Moe Szyslak,11,8,30.0
Moe Szyslak,11,9,41.0
Moe Szyslak,11,10,46.0
Moe Szyslak,11,11,0.0
Moe Szyslak,11,12,109.0
Moe Szyslak,11,13,32.0
Moe Szyslak,11,14,96.0
Moe Szyslak,11,15,0.0
Moe Szyslak,11,16,881.0
Moe Szyslak,11,17,12.0
Moe Szyslak,11,18,189.0
Moe Szyslak,11,19,0.0
Moe Szyslak,11,20,0.0
Moe Szyslak,11,21,37.0
Moe Szyslak,11,22,39.0
Moe Szyslak,12,1,12.0
Moe Szyslak,12,2,48.0
Moe Szyslak,12,3,6.0
Moe Szyslak,12,4,59.0
Moe Szyslak,12,5,6.0
Moe Szyslak,12,6,45.0
Moe Szyslak,12,7,0.0
Moe Szyslak,12,8,0.0
Moe Szyslak,12,9,73.0
Moe Szyslak,12,10,42.0
Moe Szyslak,12,11,54.0
Moe Szyslak,12,12,19.0
Moe Szyslak,12,13,87.0
Moe Szyslak,12,14,12.0
Moe Szyslak,12,15,36.0
Moe Szyslak,12,16,0.0
Moe Szyslak,12,17,13.0
Moe Szyslak,12,18,42.0
Moe Szyslak,12,19,29.0
Moe Szyslak,12,20,13.0
Moe Szyslak,12,21,94.0
Moe Szyslak,13,1,14.0
Moe Szyslak,13,2,33.0
Moe Szyslak,13,3,754.0
Moe Szyslak,13,4,0.0
Moe Szyslak,13,5,416.0
Moe Szyslak,13,6,0.0
Moe Szyslak,13,7,26.0
Moe Szyslak,13,8,42.0
Moe Szyslak,13,9,56.0
Moe Szyslak,13,10,40.0
Moe Szyslak,13,11,25.0
Moe Szyslak,13,12,0.0
Moe Szyslak,13,13,0.0
Moe Szyslak,13,14,197.0
Moe Szyslak,13,15,0.0
Moe Szyslak,13,16,86.0
Moe Szyslak,13,17,12.0
Moe Szyslak,13,18,19.0
Moe Szyslak,13,19,32.0
Moe Szyslak,13,20,0.0
Moe Szyslak,13,21,85.0
Moe Szyslak,13,22,24.0
Moe Szyslak,14,1,27.0
Moe Szyslak,14,2,91.0
Moe Szyslak,14,3,0.0
Moe Szyslak,14,4,30.0
Moe Szyslak,14,5,87.0
Moe Szyslak,14,6,24.0
Moe Szyslak,14,7,0.0
Moe Szyslak,14,8,65.0
Moe Szyslak,14,9,53.0
Moe Szyslak,14,10,106.0
Moe Szyslak,14,11,0.0
Moe Szyslak,14,12,43.0
Moe Szyslak,14,13,52.0
Moe Szyslak,14,14,34.0
Moe Szyslak,14,15,32.0
Moe Szyslak,14,16,42.0
Moe Szyslak,14,17,45.0
Moe Szyslak,14,18,47.0
Moe Szyslak,14,19,43.0
Moe Szyslak,14,20,81.0
Moe Szyslak,14,21,16.0
Moe Szyslak,14,22,1056.0
Moe Szyslak,15,1,36.0
Moe Szyslak,15,2,27.0
Moe Szyslak,15,3,0.0
Moe Szyslak,15,4,38.0
Moe Szyslak,15,5,0.0
Moe Szyslak,15,6,23.0
Moe Szyslak,15,7,27.0
Moe Szyslak,15,8,24.0
Moe Szyslak,15,9,20.0
Moe Szyslak,15,10,39.0
Moe Szyslak,15,11,54.0
Moe Szyslak,15,12,21.0
Moe Szyslak,15,13,21.0
Moe Szyslak,15,14,90.0
Moe Szyslak,15,15,170.0
Moe Szyslak,15,16,19.0
Moe Szyslak,15,17,47.0
Moe Szyslak,15,18,11.0
Moe Szyslak,15,19,10.0
Moe Szyslak,15,20,97.0
Moe Szyslak,15,21,52.0
Moe Szyslak,15,22,7.0
Moe Szyslak,16,1,0.0
Moe Szyslak,16,2,24.0
Moe Szyslak,16,3,17.0
Moe Szyslak,16,4,23.0
Moe Szyslak,16,5,18.0
Moe Szyslak,16,6,32.0
Moe Szyslak,16,7,725.0
Moe Szyslak,16,8,37.0
Moe Szyslak,16,9,0.0
Moe Szyslak,16,10,68.0
Moe Szyslak,16,11,0.0
Moe Szyslak,16,12,0.0
Moe Szyslak,16,13,6.0
Moe Szyslak,16,14,21.0
Moe Szyslak,16,15,78.0
Moe Szyslak,16,16,40.0
Moe Szyslak,16,17,0.0
Moe Szyslak,16,18,0.0
Moe Szyslak,16,19,90.0
Moe Szyslak,16,20,27.0
Moe Szyslak,16,21,0.0
Moe Szyslak,17,1,49.0
Moe Szyslak,17,2,0.0
Moe Szyslak,17,3,0.0
Moe Szyslak,17,4,132.0
Moe Szyslak,17,5,273.0
Moe Szyslak,17,6,56.0
Moe Szyslak,17,7,12.0
Moe Szyslak,17,8,0.0
Moe Szyslak,17,9,38.0
Moe Szyslak,17,10,55.0
Moe Szyslak,17,11,51.0
Moe Szyslak,17,12,48.0
Moe Szyslak,17,13,562.0
Moe Szyslak,17,14,0.0
Moe Szyslak,17,15,19.0
Moe Szyslak,17,16,0.0
Moe Szyslak,17,17,13.0
Moe Szyslak,17,18,172.0
Moe Szyslak,17,19,0.0
Moe Szyslak,17,20,61.0
Moe Szyslak,17,21,19.0
Moe Szyslak,17,22,89.0
Moe Szyslak,18,1,51.0
Moe Szyslak,18,2,31.0
Moe Szyslak,18,3,0.0
Moe Szyslak,18,4,18.0
Moe Szyslak,18,5,88.0
Moe Szyslak,18,6,776.0
Moe Szyslak,18,7,54.0
Moe Szyslak,18,8,8.0
Moe Szyslak,18,9,27.0
Moe Szyslak,18,10,58.0
Moe Szyslak,18,11,0.0
Moe Szyslak,18,12,3.0
Moe Szyslak,18,13,154.0
Moe Szyslak,18,14,0.0
Moe Szyslak,18,15,16.0
Moe Szyslak,18,16,33.0
Moe Szyslak,18,17,154.0
Moe Szyslak,18,18,81.0
Moe Szyslak,18,19,277.0
Moe Szyslak,18,20,0.0
Moe Szyslak,18,21,13.0
Moe Szyslak,18,22,0.0
Moe Szyslak,19,1,0.0
Moe Szyslak,19,2,10.0
Moe Szyslak,19,3,76.0
Moe Szyslak,19,4,11.0
Moe Szyslak,19,5,13.0
Moe Szyslak,19,6,0.0
Moe Szyslak,19,7,0.0
Moe Szyslak,19,8,53.0
Moe Szyslak,19,9,166.0
Moe Szyslak,19,10,38.0
Moe Szyslak,19,11,28.0
Moe Szyslak,19,12,87.0
Moe Szyslak,19,13,0.0
Moe Szyslak,19,14,3.0
Moe Szyslak,19,15,0.0
Moe Szyslak,19,16,66.0
Moe Szyslak,19,17,0.0
Moe Szyslak,19,18,0.0
Moe Szyslak,19,19,50.0
Moe Szyslak,19,20,2.0
Moe Szyslak,20,1,11.0
Moe Szyslak,20,2,15.0
Moe Szyslak,20,3,39.0
Moe Szyslak,20,5,0.0
Moe Szyslak,20,6,85.0
Moe Szyslak,20,7,48.0
Moe Szyslak,20,8,104.0
Moe Szyslak,20,9,0.0
Moe Szyslak,20,10,17.0
Moe Szyslak,20,11,0.0
Moe Szyslak,20,12,97.0
Moe Szyslak,20,13,0.0
Moe Szyslak,20,14,104.0
Moe Szyslak,20,15,32.0
Moe Szyslak,20,16,1141.0
Moe Szyslak,20,17,0.0
Moe Szyslak,20,18,50.0
Moe Szyslak,20,19,0.0
Moe Szyslak,20,20,0.0
Moe Szyslak,21,1,11.0
Moe Szyslak,21,2,22.0
Moe Szyslak,21,3,68.0
Moe Szyslak,21,4,385.0
Moe Szyslak,21,5,0.0
Moe Szyslak,21,7,148.0
Moe Szyslak,21,8,0.0
Moe Szyslak,21,9,16.0
Moe Szyslak,21,10,32.0
Moe Szyslak,21,11,31.0
Moe Szyslak,21,12,22.0
Moe Szyslak,21,13,0.0
Moe Szyslak,21,14,10.0
Moe Szyslak,21,15,0.0
Moe Szyslak,21,16,0.0
Moe Szyslak,21,17,78.0
Moe Szyslak,21,18,9.0
Moe Szyslak,21,19,15.0
Moe Szyslak,21,20,15.0
Moe Szyslak,21,21,620.0
Moe Szyslak,21,22,0.0
Moe Szyslak,21,23,672.0
Moe Szyslak,22,1,20.0
Moe Szyslak,22,2,0.0
Moe Szyslak,22,3,61.0
Moe Szyslak,22,4,7.0
Moe Szyslak,22,5,13.0
Moe Szyslak,22,6,0.0
Moe Szyslak,22,7,73.0
Moe Szyslak,22,8,242.0
Moe Szyslak,22,9,150.0
Moe Szyslak,22,10,26.0
Moe Szyslak,22,11,705.0
Moe Szyslak,22,12,0.0
Moe Szyslak,22,13,220.0
Moe Szyslak,22,14,0.0
Moe Szyslak,22,15,17.0
Moe Szyslak,22,16,10.0
Moe Szyslak,22,17,49.0
Moe Szyslak,22,18,0.0
Moe Szyslak,22,19,0.0
Moe Szyslak,22,20,15.0
Moe Szyslak,22,21,0.0
Moe Szyslak,22,22,40.0
Moe Szyslak,23,1,78.0
Moe Szyslak,23,2,0.0
Moe Szyslak,23,3,24.0
Moe Szyslak,23,4,22.0
Moe Szyslak,23,5,0.0
Moe Szyslak,23,6,180.0
Moe Szyslak,23,7,0.0
Moe Szyslak,23,8,31.0
Moe Szyslak,23,9,16.0
Moe Szyslak,23,10,8.0
Moe Szyslak,23,11,0.0
Moe Szyslak,23,12,165.0
Moe Szyslak,23,13,18.0
Moe Szyslak,23,14,36.0
Moe Szyslak,23,15,35.0
Moe Szyslak,23,16,15.0
Moe Szyslak,23,17,91.0
Moe Szyslak,23,18,12.0
Moe Szyslak,23,19,11.0
Moe Szyslak,23,20,41.0
Moe Szyslak,23,21,29.0
Moe Szyslak,23,22,35.0
Moe Szyslak,24,1,30.0
Moe Szyslak,24,2,0.0
Moe Szyslak,24,3,62.0
Moe Szyslak,24,4,67.0
Moe Szyslak,24,5,147.0
Moe Szyslak,24,6,152.0
Moe Szyslak,24,7,13.0
Moe Szyslak,24,8,0.0
Moe Szyslak,24,9,38.0
Moe Szyslak,24,10,7.0
Moe Szyslak,24,11,18.0
Moe Szyslak,24,12,0.0
Moe Szyslak,24,13,35.0
Moe Szyslak,24,14,19.0
Moe Szyslak,24,15,0.0
Moe Szyslak,24,16,80.0
Moe Szyslak,24,17,97.0
Moe Szyslak,24,18,92.0
Moe Szyslak,24,19,695.0
Moe Szyslak,24,20,75.0
Moe Szyslak,24,21,552.0
Moe Szyslak,24,22,55.0
Moe Szyslak,25,1,33.0
Moe Szyslak,25,2,164.0
Moe Szyslak,25,3,0.0
Moe Szyslak,25,4,22.0
Moe Szyslak,25,5,46.0
Moe Szyslak,25,6,0.0
Moe Szyslak,25,7,0.0
Moe Szyslak,25,8,24.0
Moe Szyslak,25,9,0.0
Moe Szyslak,25,10,0.0
Moe Szyslak,25,11,152.0
Moe Szyslak,25,12,0.0
Moe Szyslak,25,13,0.0
Moe Szyslak,25,14,30.0
Moe Szyslak,25,15,11.0
Moe Szyslak,25,16,0.0
Moe Szyslak,25,17,58.0
Moe Szyslak,25,18,115.0
Moe Szyslak,25,19,167.0
Moe Szyslak,25,21,0.0
Moe Szyslak,25,22,0.0
Moe Szyslak,26,1,0.0
Moe Szyslak,26,2,12.0
Moe Szyslak,26,3,53.0
Moe Szyslak,26,4,0.0
Moe Szyslak,26,5,11.0
Moe Szyslak,26,6,32.0
Moe Szyslak,26,7,0.0
Moe Szyslak,26,8,69.0
Moe Szyslak,26,9,295.0
Moe Szyslak,26,10,0.0
Moe Szyslak,26,11,0.0
Moe Szyslak,26,12,0.0
Moe Szyslak,26,13,111.0
Moe Szyslak,26,14,657.0
Moe Szyslak,26,15,656.0
Moe Szyslak,26,16,0.0
Ned Flanders,1,1,56.0
Ned Flanders,1,2,0.0
Ned Flanders,1,3,0.0
Ned Flanders,1,4,0.0
Ned Flanders,1,5,0.0
Ned Flanders,1,6,0.0
Ned Flanders,1,7,27.0
Ned Flanders,1,8,0.0
Ned Flanders,1,9,0.0
Ned Flanders,1,10,0.0
Ned Flanders,1,11,0.0
Ned Flanders,1,12,0.0
Ned Flanders,1,13,0.0
Ned Flanders,2,1,0.0
Ned Flanders,2,2,0.0
Ned Flanders,2,3,0.0
Ned Flanders,2,4,0.0
Ned Flanders,2,5,0.0
Ned Flanders,2,6,597.0
Ned Flanders,2,7,0.0
Ned Flanders,2,8,26.0
Ned Flanders,2,9,0.0
Ned Flanders,2,10,0.0
Ned Flanders,2,11,55.0
Ned Flanders,2,12,0.0
Ned Flanders,2,13,81.0
Ned Flanders,2,14,0.0
Ned Flanders,2,15,0.0
Ned Flanders,2,16,101.0
Ned Flanders,2,17,0.0
Ned Flanders,2,18,0.0
Ned Flanders,2,19,0.0
Ned Flanders,2,20,79.0
Ned Flanders,2,21,0.0
Ned Flanders,2,22,0.0
Ned Flanders,3,1,0.0
Ned Flanders,3,2,0.0
Ned Flanders,3,3,650.0
Ned Flanders,3,4,0.0
Ned Flanders,3,5,0.0
Ned Flanders,3,6,0.0
Ned Flanders,3,7,60.0
Ned Flanders,3,8,7.0
Ned Flanders,3,9,11.0
