character_names,season,number_in_season,word_count
Grampa Simpson,5,20,0.0
Grampa Simpson,5,21,424.0
Grampa Simpson,5,22,5.0
Grampa Simpson,6,1,7.0
Grampa Simpson,6,2,0.0
Grampa Simpson,6,3,60.0
Grampa Simpson,6,4,28.0
Grampa Simpson,6,5,68.0
Grampa Simpson,6,6,29.0
Grampa Simpson,6,7,13.0
Grampa Simpson,6,8,9.0
Grampa Simpson,6,9,12.0
Grampa Simpson,6,10,627.0
Grampa Simpson,6,11,23.0
Grampa Simpson,6,12,40.0
Grampa Simpson,6,13,0.0
Grampa Simpson,6,14,14.0
Grampa Simpson,6,15,0.0
Grampa Simpson,6,16,0.0
Grampa Simpson,6,17,0.0
Grampa Simpson,6,18,33.0
Grampa Simpson,6,19,0.0
Grampa Simpson,6,20,22.0
Grampa Simpson,6,21,22.0
Grampa Simpson,6,22,38.0
Grampa Simpson,6,23,16.0
Grampa Simpson,6,24,104.0
Grampa Simpson,6,25,109.0
Grampa Simpson,7,1,113.0
Grampa Simpson,7,2,8.0
Grampa Simpson,7,3,17.0
Grampa Simpson,7,4,0.0
Grampa Simpson,7,5,39.0
Grampa Simpson,7,6,18.0
Grampa Simpson,7,7,0.0
Grampa Simpson,7,8,147.0
Grampa Simpson,7,9,64.0
Grampa Simpson,7,10,0.0
Grampa Simpson,7,11,5.0
Grampa Simpson,7,12,0.0
Grampa Simpson,7,13,35.0
Grampa Simpson,7,14,24.0
Grampa Simpson,7,15,0.0
Grampa Simpson,7,16,0.0
Grampa Simpson,7,17,0.0
Grampa Simpson,7,18,30.0
Grampa Simpson,7,19,12.0
Grampa Simpson,7,20,0.0
Grampa Simpson,7,21,17.0
Grampa Simpson,7,22,952.0
Grampa Simpson,7,23,87.0
Grampa Simpson,7,24,39.0
Grampa Simpson,7,25,0.0
Grampa Simpson,8,1,0.0
Grampa Simpson,8,2,0.0
Grampa Simpson,8,3,13.0
Grampa Simpson,8,4,9.0
Grampa Simpson,8,5,31.0
Grampa Simpson,8,6,0.0
Grampa Simpson,8,7,8.0
Grampa Simpson,8,8,20.0
Grampa Simpson,8,9,0.0
Grampa Simpson,8,10,60.0
Grampa Simpson,8,11,5.0
Grampa Simpson,8,12,0.0
Grampa Simpson,8,13,40.0
Grampa Simpson,8,14,0.0
Grampa Simpson,8,15,0.0
Grampa Simpson,8,16,0.0
Grampa Simpson,8,17,0.0
Grampa Simpson,8,18,0.0
Grampa Simpson,8,19,0.0
Grampa Simpson,8,20,0.0
Grampa Simpson,8,21,65.0
Grampa Simpson,8,22,0.0
Grampa Simpson,8,23,0.0
Grampa Simpson,8,24,220.0
Grampa Simpson,8,25,107.0
Grampa Simpson,9,1,0.0
Grampa Simpson,9,2,15.0
Grampa Simpson,9,3,108.0
Grampa Simpson,9,4,0.0
Grampa Simpson,9,5,0.0
Grampa Simpson,9,6,28.0
Grampa Simpson,9,7,22.0
Grampa Simpson,9,8,0.0
Grampa Simpson,9,9,0.0
Grampa Simpson,9,10,17.0
Grampa Simpson,9,11,0.0
Grampa Simpson,9,12,0.0
Grampa Simpson,9,13,0.0
Grampa Simpson,9,14,0.0
Grampa Simpson,9,15,0.0
Grampa Simpson,9,16,0.0
Grampa Simpson,9,17,189.0
Grampa Simpson,9,18,0.0
Grampa Simpson,9,19,60.0
Grampa Simpson,9,20,0.0
Grampa Simpson,9,21,21.0
Grampa Simpson,9,22,0.0
Grampa Simpson,9,23,116.0
Grampa Simpson,9,24,0.0
Grampa Simpson,9,25,110.0
Grampa Simpson,10,1,0.0
Grampa Simpson,10,2,19.0
Grampa Simpson,10,3,0.0
Grampa Simpson,10,4,0.0
Grampa Simpson,10,5,0.0
Grampa Simpson,10,6,228.0
Grampa Simpson,10,7,0.0
Grampa Simpson,10,8,231.0
Grampa Simpson,10,9,0.0
Grampa Simpson,10,10,6.0
Grampa Simpson,10,11,23.0
Grampa Simpson,10,12,0.0
Grampa Simpson,10,13,41.0
Grampa Simpson,10,14,0.0
Grampa Simpson,10,15,0.0
Grampa Simpson,10,16,0.0
Grampa Simpson,10,17,0.0
Grampa Simpson,10,18,10.0
Grampa Simpson,10,19,0.0
Grampa Simpson,10,20,136.0
Grampa Simpson,10,21,0.0
Grampa Simpson,10,22,0.0
Grampa Simpson,10,23,0.0
Grampa Simpson,11,1,0.0
Grampa Simpson,11,2,2.0
Grampa Simpson,11,3,0.0
Grampa Simpson,11,4,20.0
Grampa Simpson,11,5,0.0
Grampa Simpson,11,6,10.0
Grampa Simpson,11,7,0.0
Grampa Simpson,11,8,4.0
Grampa Simpson,11,9,0.0
Grampa Simpson,11,10,0.0
Grampa Simpson,11,11,3.0
Grampa Simpson,11,12,3.0
Grampa Simpson,11,13,0.0
Grampa Simpson,11,14,0.0
Grampa Simpson,11,15,0.0
Grampa Simpson,11,16,0.0
Grampa Simpson,11,17,0.0
Grampa Simpson,11,18,0.0
Grampa Simpson,11,19,0.0
Grampa Simpson,11,20,0.0
Grampa Simpson,11,21,0.0
Grampa Simpson,11,22,14.0
Grampa Simpson,12,1,8.0
Grampa Simpson,12,2,3.0
Grampa Simpson,12,3,0.0
Grampa Simpson,12,4,0.0
Grampa Simpson,12,5,0.0
Grampa Simpson,12,6,0.0
Grampa Simpson,12,7,118.0
Grampa Simpson,12,8,0.0
Grampa Simpson,12,9,0.0
Grampa Simpson,12,10,0.0
Grampa Simpson,12,11,0.0
Grampa Simpson,12,12,84.0
Grampa Simpson,12,13,0.0
Grampa Simpson,12,14,0.0
Grampa Simpson,12,15,0.0
Grampa Simpson,12,16,0.0
Grampa Simpson,12,17,0.0
Grampa Simpson,12,18,0.0
Grampa Simpson,12,19,0.0
Grampa Simpson,12,20,63.0
Grampa Simpson,12,21,17.0
Grampa Simpson,13,1,0.0
Grampa Simpson,13,2,0.0
Grampa Simpson,13,3,0.0
Grampa Simpson,13,4,0.0
Grampa Simpson,13,5,0.0
Grampa Simpson,13,6,0.0
Grampa Simpson,13,7,85.0
Grampa Simpson,13,8,0.0
Grampa Simpson,13,9,45.0
Grampa Simpson,13,10,9.0
Grampa Simpson,13,11,0.0
Grampa Simpson,13,12,45.0
Grampa Simpson,13,13,757.0
Grampa Simpson,13,14,0.0
Grampa Simpson,13,15,0.0
Grampa Simpson,13,16,0.0
Grampa Simpson,13,17,41.0
Grampa Simpson,13,18,0.0
Grampa Simpson,13,19,24.0
Grampa Simpson,13,20,52.0
Grampa Simpson,13,21,0.0
Grampa Simpson,13,22,6.0
Grampa Simpson,14,1,43.0
Grampa Simpson,14,2,0.0
Grampa Simpson,14,3,0.0
Grampa Simpson,14,4,0.0
Grampa Simpson,14,5,15.0
Grampa Simpson,14,6,0.0
Grampa Simpson,14,7,36.0
Grampa Simpson,14,8,0.0
Grampa Simpson,14,9,16.0
Grampa Simpson,14,10,0.0
Grampa Simpson,14,11,9.0
Grampa Simpson,14,12,0.0
Grampa Simpson,14,13,4.0
Grampa Simpson,14,14,5.0
Grampa Simpson,14,15,0.0
Grampa Simpson,14,16,51.0
Grampa Simpson,14,17,6.0
Grampa Simpson,14,18,0.0
Grampa Simpson,14,19,0.0
Grampa Simpson,14,20,0.0
Grampa Simpson,14,21,7.0
Grampa Simpson,14,22,31.0
Grampa Simpson,15,1,3.0
Grampa Simpson,15,2,31.0
Grampa Simpson,15,3,0.0
Grampa Simpson,15,4,163.0
Grampa Simpson,15,5,65.0
Grampa Simpson,15,6,20.0
Grampa Simpson,15,7,9.0
Grampa Simpson,15,8,0.0
Grampa Simpson,15,9,35.0
Grampa Simpson,15,10,0.0
Grampa Simpson,15,11,0.0
Grampa Simpson,15,12,6.0
Grampa Simpson,15,13,0.0
Grampa Simpson,15,14,40.0
Grampa Simpson,15,15,0.0
Grampa Simpson,15,16,0.0
Grampa Simpson,15,17,17.0
Grampa Simpson,15,18,156.0
Grampa Simpson,15,19,0.0
Grampa Simpson,15,20,3.0
Grampa Simpson,15,21,0.0
Grampa Simpson,15,22,0.0
Grampa Simpson,16,1,0.0
Grampa Simpson,16,2,0.0
Grampa Simpson,16,3,0.0
Grampa Simpson,16,4,11.0
Grampa Simpson,16,5,23.0
Grampa Simpson,16,6,178.0
Grampa Simpson,16,7,0.0
Grampa Simpson,16,8,0.0
Grampa Simpson,16,9,0.0
Grampa Simpson,16,10,24.0
Grampa Simpson,16,11,57.0
Grampa Simpson,16,12,0.0
Grampa Simpson,16,13,0.0
Grampa Simpson,16,14,0.0
Grampa Simpson,16,15,0.0
Grampa Simpson,16,16,24.0
Grampa Simpson,16,17,0.0
Grampa Simpson,16,18,0.0
Grampa Simpson,16,19,11.0
Grampa Simpson,16,20,0.0
Grampa Simpson,16,21,9.0
Grampa Simpson,17,1,0.0
Grampa Simpson,17,2,0.0
Grampa Simpson,17,3,0.0
Grampa Simpson,17,4,24.0
Grampa Simpson,17,5,0.0
Grampa Simpson,17,6,0.0
Grampa Simpson,17,7,0.0
Grampa Simpson,17,8,0.0
Grampa Simpson,17,9,363.0
Grampa Simpson,17,10,333.0
Grampa Simpson,17,11,0.0
Grampa Simpson,17,12,0.0
Grampa Simpson,17,13,0.0
Grampa Simpson,17,14,0.0
Grampa Simpson,17,15,0.0
Grampa Simpson,17,16,431.0
Grampa Simpson,17,17,0.0
Grampa Simpson,17,18,0.0
Grampa Simpson,17,19,0.0
Grampa Simpson,17,20,17.0
Grampa Simpson,17,21,17.0
Grampa Simpson,17,22,80.0
Grampa Simpson,18,1,0.0
Grampa Simpson,18,2,0.0
Grampa Simpson,18,3,0.0
Grampa Simpson,18,4,19.0
Grampa Simpson,18,5,26.0
Grampa Simpson,18,6,70.0
Grampa Simpson,18,7,7.0
Grampa Simpson,18,8,19.0
Grampa Simpson,18,9,22.0
Grampa Simpson,18,10,3.0
Grampa Simpson,18,11,34.0
Grampa Simpson,18,12,31.0
Grampa Simpson,18,13,0.0
Grampa Simpson,18,14,7.0
Grampa Simpson,18,15,573.0
Grampa Simpson,18,16,0.0
Grampa Simpson,18,17,3.0
Grampa Simpson,18,18,6.0
Grampa Simpson,18,19,24.0
Grampa Simpson,18,20,0.0
Grampa Simpson,18,21,0.0
Grampa Simpson,18,22,35.0
Grampa Simpson,19,1,0.0
Grampa Simpson,19,2,0.0
Grampa Simpson,19,3,0.0
Grampa Simpson,19,4,0.0
Grampa Simpson,19,5,2.0
Grampa Simpson,19,6,24.0
Grampa Simpson,19,7,0.0
Grampa Simpson,19,8,0.0
Grampa Simpson,19,9,96.0
Grampa Simpson,19,10,0.0
Grampa Simpson,19,11,27.0
Grampa Simpson,19,12,13.0
Grampa Simpson,19,13,0.0
Grampa Simpson,19,14,0.0
Grampa Simpson,19,15,0.0
Grampa Simpson,19,16,140.0
Grampa Simpson,19,17,0.0
Grampa Simpson,19,18,0.0
Grampa Simpson,19,19,40.0
Grampa Simpson,19,20,0.0
Grampa Simpson,20,1,0.0
Grampa Simpson,20,2,0.0
Grampa Simpson,20,3,53.0
Grampa Simpson,20,5,11.0
Grampa Simpson,20,6,47.0
Grampa Simpson,20,7,7.0
Grampa Simpson,20,8,17.0
Grampa Simpson,20,9,0.0
Grampa Simpson,20,10,17.0
Grampa Simpson,20,11,0.0
Grampa Simpson,20,12,42.0
Grampa Simpson,20,13,0.0
Grampa Simpson,20,14,345.0
Grampa Simpson,20,15,0.0
Grampa Simpson,20,16,0.0
Grampa Simpson,20,17,13.0
Grampa Simpson,20,18,0.0
Grampa Simpson,20,19,0.0
Grampa Simpson,20,20,0.0
Grampa Simpson,21,1,0.0
Grampa Simpson,21,2,0.0
Grampa Simpson,21,3,0.0
Grampa Simpson,21,4,12.0
Grampa Simpson,21,5,0.0
Grampa Simpson,21,7,0.0
Grampa Simpson,21,8,0.0
Grampa Simpson,21,9,530.0
Grampa Simpson,21,10,0.0
Grampa Simpson,21,11,57.0
Grampa Simpson,21,12,0.0
Grampa Simpson,21,13,249.0
Grampa Simpson,21,14,0.0
Grampa Simpson,21,15,48.0
Grampa Simpson,21,16,0.0
Grampa Simpson,21,17,11.0
Grampa Simpson,21,18,0.0
Grampa Simpson,21,19,0.0
Grampa Simpson,21,20,5.0
Grampa Simpson,21,21,0.0
Grampa Simpson,21,22,0.0
Grampa Simpson,21,23,50.0
Grampa Simpson,22,1,33.0
Grampa Simpson,22,2,196.0
Grampa Simpson,22,3,0.0
Grampa Simpson,22,4,9.0
Grampa Simpson,22,5,0.0
Grampa Simpson,22,6,0.0
Grampa Simpson,22,7,0.0
Grampa Simpson,22,8,40.0
Grampa Simpson,22,9,0.0
Grampa Simpson,22,10,0.0
Grampa Simpson,22,11,3.0
Grampa Simpson,22,12,0.0
Grampa Simpson,22,13,0.0
Grampa Simpson,22,14,0.0
Grampa Simpson,22,15,499.0
Grampa Simpson,22,16,18.0
Grampa Simpson,22,17,19.0
Grampa Simpson,22,18,65.0
Grampa Simpson,22,19,0.0
Grampa Simpson,22,20,17.0
Grampa Simpson,22,21,0.0
Grampa Simpson,22,22,0.0
Grampa Simpson,23,1,36.0
Grampa Simpson,23,2,41.0
Grampa Simpson,23,3,7.0
Grampa Simpson,23,4,67.0
Grampa Simpson,23,5,0.0
Grampa Simpson,23,6,0.0
Grampa Simpson,23,7,0.0
Grampa Simpson,23,8,0.0
Grampa Simpson,23,9,88.0
Grampa Simpson,23,10,0.0
Grampa Simpson,23,11,23.0
Grampa Simpson,23,12,0.0
Grampa Simpson,23,13,132.0
Grampa Simpson,23,14,10.0
Grampa Simpson,23,15,13.0
Grampa Simpson,23,16,77.0
Grampa Simpson,23,17,19.0
Grampa Simpson,23,18,36.0
Grampa Simpson,23,19,0.0
Grampa Simpson,23,20,11.0
Grampa Simpson,23,21,2.0
Grampa Simpson,23,22,7.0
Grampa Simpson,24,1,0.0
Grampa Simpson,24,2,0.0
Grampa Simpson,24,3,0.0
Grampa Simpson,24,4,308.0
Grampa Simpson,24,5,0.0
Grampa Simpson,24,6,0.0
Grampa Simpson,24,7,0.0
Grampa Simpson,24,8,642.0
Grampa Simpson,24,9,0.0
Grampa Simpson,24,10,0.0
Grampa Simpson,24,11,38.0
Grampa Simpson,24,12,0.0
Grampa Simpson,24,13,0.0
Grampa Simpson,24,14,415.0
Grampa Simpson,24,15,61.0
Grampa Simpson,24,16,95.0
Grampa Simpson,24,17,14.0
Grampa Simpson,24,18,2.0
Grampa Simpson,24,19,207.0
Grampa Simpson,24,20,6.0
Grampa Simpson,24,21,4.0
Grampa Simpson,24,22,42.0
Grampa Simpson,25,1,3.0
Grampa Simpson,25,2,26.0
Grampa Simpson,25,3,0.0
Grampa Simpson,25,4,0.0
Grampa Simpson,25,5,9.0
Grampa Simpson,25,6,0.0
Grampa Simpson,25,7,0.0
Grampa Simpson,25,8,0.0
Grampa Simpson,25,9,0.0
Grampa Simpson,25,10,0.0
Grampa Simpson,25,11,6.0
Grampa Simpson,25,12,8.0
Grampa Simpson,25,13,0.0
Grampa Simpson,25,14,149.0
Grampa Simpson,25,15,0.0
Grampa Simpson,25,16,0.0
Grampa Simpson,25,17,0.0
Grampa Simpson,25,18,17.0
Grampa Simpson,25,19,0.0
Grampa Simpson,25,21,98.0
Grampa Simpson,25,22,132.0
Grampa Simpson,26,1,0.0
Grampa Simpson,26,2,0.0
Grampa Simpson,26,3,32.0
Grampa Simpson,26,4,12.0
Grampa Simpson,26,5,0.0
Grampa Simpson,26,6,0.0
Grampa Simpson,26,7,0.0
Grampa Simpson,26,8,0.0
Grampa Simpson,26,9,19.0
Grampa Simpson,26,10,16.0
Grampa Simpson,26,11,18.0
Grampa Simpson,26,12,2.0
Grampa Simpson,26,13,9.0
Grampa Simpson,26,14,35.0
Grampa Simpson,26,15,0.0
Grampa Simpson,26,16,0.0
Homer Simpson,1,1,900.0
Homer Simpson,1,2,543.0
Homer Simpson,1,3,852.0
Homer Simpson,1,4,868.0
Homer Simpson,1,5,382.0
Homer Simpson,1,6,586.0
Homer Simpson,1,7,745.0
Homer Simpson,1,8,503.0
Homer Simpson,1,9,505.0
Homer Simpson,1,10,831.0
Homer Simpson,1,11,565.0
Homer Simpson,1,12,282.0
Homer Simpson,1,13,584.0
Homer Simpson,2,1,174.0
Homer Simpson,2,2,805.0
Homer Simpson,2,3,634.0
Homer Simpson,2,4,537.0
Homer Simpson,2,5,1002.0
Homer Simpson,2,6,942.0
Homer Simpson,2,7,419.0
Homer Simpson,2,8,519.0
Homer Simpson,2,9,330.0
Homer Simpson,2,10,529.0
Homer Simpson,2,11,1209.0
Homer Simpson,2,12,991.0
Homer Simpson,2,13,780.0
Homer Simpson,2,14,329.0
Homer Simpson,2,15,939.0
Homer Simpson,2,16,519.0
Homer Simpson,2,17,402.0
Homer Simpson,2,18,501.0
Homer Simpson,2,19,634.0
Homer Simpson,2,20,803.0
Homer Simpson,2,21,214.0
Homer Simpson,2,22,971.0
Homer Simpson,3,1,548.0
Homer Simpson,3,2,509.0
Homer Simpson,3,3,763.0
Homer Simpson,3,4,214.0
Homer Simpson,3,5,438.0
Homer Simpson,3,6,66.0
Homer Simpson,3,7,516.0
Homer Simpson,3,8,880.0
Homer Simpson,3,9,756.0
Homer Simpson,3,10,546.0
Homer Simpson,3,11,488.0
Homer Simpson,3,12,1098.0
Homer Simpson,3,13,334.0
Homer Simpson,3,14,835.0
Homer Simpson,3,15,528.0
Homer Simpson,3,16,474.0
Homer Simpson,3,17,422.0
Homer Simpson,3,18,87.0
Homer Simpson,3,19,614.0
Homer Simpson,3,20,856.0
Homer Simpson,3,21,164.0
Homer Simpson,3,22,336.0
Homer Simpson,3,23,149.0
Homer Simpson,3,24,578.0
Homer Simpson,4,1,239.0
Homer Simpson,4,2,405.0
Homer Simpson,4,3,853.0
Homer Simpson,4,4,354.0
Homer Simpson,4,5,232.0
Homer Simpson,4,6,762.0
Homer Simpson,4,7,410.0
Homer Simpson,4,8,449.0
Homer Simpson,4,9,760.0
Homer Simpson,4,10,539.0
Homer Simpson,4,11,818.0
Homer Simpson,4,12,291.0
Homer Simpson,4,13,281.0
Homer Simpson,4,14,526.0
Homer Simpson,4,15,268.0
Homer Simpson,4,16,469.0
Homer Simpson,4,17,389.0
Homer Simpson,4,18,542.0
Homer Simpson,4,19,335.0
Homer Simpson,4,20,197.0
Homer Simpson,4,21,248.0
Homer Simpson,4,22,92.0
Homer Simpson,5,1,580.0
Homer Simpson,5,2,226.0
Homer Simpson,5,3,895.0
Homer Simpson,5,4,584.0
Homer Simpson,5,5,284.0
Homer Simpson,5,6,607.0
Homer Simpson,5,7,414.0
Homer Simpson,5,8,577.0
Homer Simpson,5,9,708.0
Homer Simpson,5,10,606.0
Homer Simpson,5,11,767.0
Homer Simpson,5,12,329.0
Homer Simpson,5,13,444.0
Homer Simpson,5,14,165.0
Homer Simpson,5,15,568.0
Homer Simpson,5,16,903.0
Homer Simpson,5,17,741.0
Homer Simpson,5,18,387.0
Homer Simpson,5,19,59.0
Homer Simpson,5,20,251.0
Homer Simpson,5,21,208.0
Homer Simpson,5,22,1387.0
Homer Simpson,6,1,178.0
Homer Simpson,6,2,378.0
Homer Simpson,6,3,344.0
Homer Simpson,6,4,389.0
Homer Simpson,6,5,149.0
Homer Simpson,6,6,528.0
Homer Simpson,6,7,154.0
Homer Simpson,6,8,445.0
Homer Simpson,6,9,904.0
Homer Simpson,6,10,668.0
Homer Simpson,6,11,782.0
Homer Simpson,6,12,915.0
Homer Simpson,6,13,1144.0
Homer Simpson,6,14,380.0
Homer Simpson,6,15,619.0
Homer Simpson,6,16,358.0
Homer Simpson,6,17,865.0
Homer Simpson,6,18,360.0
Homer Simpson,6,19,529.0
Homer Simpson,6,20,281.0
Homer Simpson,6,21,110.0
Homer Simpson,6,22,209.0
Homer Simpson,6,23,722.0
Homer Simpson,6,24,211.0
Homer Simpson,6,25,128.0
Homer Simpson,7,1,136.0
Homer Simpson,7,2,97.0
Homer Simpson,7,3,409.0
Homer Simpson,7,4,163.0
Homer Simpson,7,5,495.0
Homer Simpson,7,6,460.0
Homer Simpson,7,7,1020.0
Homer Simpson,7,8,550.0
Homer Simpson,7,9,114.0
Homer Simpson,7,10,352.0
Homer Simpson,7,11,308.0
Homer Simpson,7,12,586.0
Homer Simpson,7,13,703.0
Homer Simpson,7,14,382.0
Homer Simpson,7,15,132.0
Homer Simpson,7,16,412.0
Homer Simpson,7,17,553.0
Homer Simpson,7,18,70.0
Homer Simpson,7,19,168.0
Homer Simpson,7,20,449.0
Homer Simpson,7,21,76.0
Homer Simpson,7,22,67.0
Homer Simpson,7,23,680.0
Homer Simpson,7,24,1005.0
Homer Simpson,7,25,224.0
Homer Simpson,8,1,423.0
Homer Simpson,8,2,546.0
Homer Simpson,8,3,409.0
Homer Simpson,8,4,387.0
Homer Simpson,8,5,443.0
Homer Simpson,8,6,662.0
Homer Simpson,8,7,232.0
Homer Simpson,8,8,326.0
Homer Simpson,8,9,1060.0
Homer Simpson,8,10,683.0
Homer Simpson,8,11,364.0
Homer Simpson,8,12,332.0
Homer Simpson,8,13,412.0
Homer Simpson,8,14,478.0
Homer Simpson,8,15,981.0
Homer Simpson,8,16,90.0
Homer Simpson,8,17,225.0
Homer Simpson,8,18,554.0
Homer Simpson,8,19,101.0
Homer Simpson,8,20,256.0
Homer Simpson,8,21,181.0
Homer Simpson,8,22,279.0
Homer Simpson,8,23,588.0
Homer Simpson,8,24,155.0
Homer Simpson,8,25,154.0
Homer Simpson,9,1,684.0
Homer Simpson,9,2,155.0
Homer Simpson,9,3,633.0
Homer Simpson,9,4,471.0
Homer Simpson,9,5,904.0
Homer Simpson,9,6,977.0
Homer Simpson,9,7,564.0
Homer Simpson,9,8,386.0
Homer Simpson,9,9,350.0
Homer Simpson,9,10,468.0
Homer Simpson,9,11,186.0
Homer Simpson,9,12,629.0
Homer Simpson,9,13,625.0
Homer Simpson,9,14,328.0
Homer Simpson,9,15,190.0
Homer Simpson,9,16,635.0
Homer Simpson,9,17,319.0
Homer Simpson,9,18,141.0
Homer Simpson,9,19,656.0
Homer Simpson,9,20,600.0
Homer Simpson,9,21,184.0
Homer Simpson,9,22,1072.0
Homer Simpson,9,23,885.0
Homer Simpson,9,24,601.0
Homer Simpson,9,25,620.0
Homer Simpson,10,1,533.0
Homer Simpson,10,2,1364.0
Homer Simpson,10,3,280.0
Homer Simpson,10,4,322.0
Homer Simpson,10,5,1216.0
Homer Simpson,10,6,961.0
Homer Simpson,10,7,432.0
Homer Simpson,10,8,858.0
Homer Simpson,10,9,632.0
Homer Simpson,10,10,911.0
Homer Simpson,10,11,330.0
Homer Simpson,10,12,545.0
Homer Simpson,10,13,1056.0
Homer Simpson,10,14,555.0
Homer Simpson,10,15,391.0
Homer Simpson,10,16,840.0
Homer Simpson,10,17,748.0
Homer Simpson,10,18,361.0
Homer Simpson,10,19,1093.0
Homer Simpson,10,20,339.0
Homer Simpson,10,21,445.0
Homer Simpson,10,22,308.0
Homer Simpson,10,23,698.0
Homer Simpson,11,1,897.0
Homer Simpson,11,2,429.0
Homer Simpson,11,3,827.0
Homer Simpson,11,4,535.0
Homer Simpson,11,5,1035.0
Homer Simpson,11,6,990.0
Homer Simpson,11,7,408.0
Homer Simpson,11,8,528.0
Homer Simpson,11,9,221.0
Homer Simpson,11,10,532.0
Homer Simpson,11,11,412.0
Homer Simpson,11,12,699.0
Homer Simpson,11,13,588.0
Homer Simpson,11,14,653.0
Homer Simpson,11,15,1130.0
Homer Simpson,11,16,382.0
Homer Simpson,11,17,224.0
Homer Simpson,11,18,642.0
Homer Simpson,11,19,687.0
Homer Simpson,11,20,283.0
Homer Simpson,11,21,190.0
Homer Simpson,11,22,431.0
Homer Simpson,12,1,551.0
Homer Simpson,12,2,817.0
Homer Simpson,12,3,412.0
Homer Simpson,12,4,215.0
Homer Simpson,12,5,596.0
Homer Simpson,12,6,878.0
Homer Simpson,12,7,820.0
Homer Simpson,12,8,243.0
Homer Simpson,12,9,853.0
Homer Simpson,12,10,379.0
Homer Simpson,12,11,170.0
Homer Simpson,12,12,827.0
Homer Simpson,12,13,69.0
Homer Simpson,12,14,231.0
Homer Simpson,12,15,881.0
Homer Simpson,12,16,383.0
Homer Simpson,12,17,578.0
Homer Simpson,12,18,378.0
Homer Simpson,12,19,350.0
Homer Simpson,12,20,733.0
Homer Simpson,12,21,168.0
Homer Simpson,13,1,322.0
Homer Simpson,13,2,621.0
Homer Simpson,13,3,742.0
Homer Simpson,13,4,335.0
Homer Simpson,13,5,494.0
Homer Simpson,13,6,328.0
Homer Simpson,13,7,530.0
Homer Simpson,13,8,495.0
Homer Simpson,13,9,434.0
Homer Simpson,13,10,519.0
Homer Simpson,13,11,265.0
Homer Simpson,13,12,315.0
Homer Simpson,13,13,303.0
Homer Simpson,13,14,508.0
Homer Simpson,13,15,482.0
Homer Simpson,13,16,887.0
Homer Simpson,13,17,164.0
Homer Simpson,13,18,304.0
Homer Simpson,13,19,462.0
Homer Simpson,13,20,169.0
Homer Simpson,13,21,620.0
Homer Simpson,13,22,783.0
Homer Simpson,14,1,604.0
Homer Simpson,14,2,1029.0
Homer Simpson,14,3,194.0
Homer Simpson,14,4,366.0
Homer Simpson,14,5,577.0
Homer Simpson,14,6,471.0
Homer Simpson,14,7,134.0
Homer Simpson,14,8,815.0
Homer Simpson,14,9,505.0
Homer Simpson,14,10,719.0
Homer Simpson,14,11,692.0
Homer Simpson,14,12,337.0
Homer Simpson,14,13,239.0
Homer Simpson,14,14,206.0
Homer Simpson,14,15,975.0
Homer Simpson,14,16,151.0
Homer Simpson,14,17,1145.0
Homer Simpson,14,18,493.0
Homer Simpson,14,19,528.0
Homer Simpson,14,20,961.0
Homer Simpson,14,21,323.0
Homer Simpson,14,22,315.0
Homer Simpson,15,1,291.0
Homer Simpson,15,2,760.0
Homer Simpson,15,3,280.0
Homer Simpson,15,4,710.0
Homer Simpson,15,5,704.0
Homer Simpson,15,6,382.0
Homer Simpson,15,7,830.0
Homer Simpson,15,8,330.0
Homer Simpson,15,9,539.0
Homer Simpson,15,10,785.0
Homer Simpson,15,11,102.0
Homer Simpson,15,12,335.0
Homer Simpson,15,13,366.0
Homer Simpson,15,14,527.0
Homer Simpson,15,15,755.0
Homer Simpson,15,16,255.0
Homer Simpson,15,17,466.0
Homer Simpson,15,18,443.0
Homer Simpson,15,19,580.0
Homer Simpson,15,20,730.0
Homer Simpson,15,21,457.0
Homer Simpson,15,22,343.0
Homer Simpson,16,1,392.0
Homer Simpson,16,2,492.0
Homer Simpson,16,3,298.0
Homer Simpson,16,4,368.0
Homer Simpson,16,5,649.0
Homer Simpson,16,6,496.0
Homer Simpson,16,7,607.0
Homer Simpson,16,8,604.0
Homer Simpson,16,9,313.0
Homer Simpson,16,10,550.0
Homer Simpson,16,11,313.0
Homer Simpson,16,12,457.0
Homer Simpson,16,13,711.0
Homer Simpson,16,14,465.0
Homer Simpson,16,15,181.0
Homer Simpson,16,16,964.0
Homer Simpson,16,17,372.0
Homer Simpson,16,18,692.0
Homer Simpson,16,19,906.0
Homer Simpson,16,20,618.0
Homer Simpson,16,21,544.0
Homer Simpson,17,1,832.0
Homer Simpson,17,2,461.0
Homer Simpson,17,3,509.0
Homer Simpson,17,4,325.0
Homer Simpson,17,5,344.0
Homer Simpson,17,6,784.0
Homer Simpson,17,7,373.0
Homer Simpson,17,8,468.0
Homer Simpson,17,9,223.0
Homer Simpson,17,10,530.0
Homer Simpson,17,11,703.0
Homer Simpson,17,12,157.0
Homer Simpson,17,13,254.0
Homer Simpson,17,14,413.0
Homer Simpson,17,15,607.0
Homer Simpson,17,16,190.0
Homer Simpson,17,17,423.0
Homer Simpson,17,18,393.0
Homer Simpson,17,19,194.0
Homer Simpson,17,20,771.0
Homer Simpson,17,21,203.0
Homer Simpson,17,22,557.0
Homer Simpson,18,1,208.0
